"pid","hid","sex","age","ghq","opngbha","opngbhb","opngbhc","opngbhd","opngbhe","opngbhf","opngbhg","opngbhh","neigh","isced","highqual","wave"
10725563,8021538,"female",49,2,3,3,2,2,2,2,3,4,"yes","higher voc","further vocational",8
10736727,8021783,"female",61,0,2,2,2,2,2,2,2,2,"mixed","primary","no further",8
10738991,8021848,"female",55,0,2,2,1,4,2,1,2,2,"yes","primary","no further",8
10741208,8021996,"male",69,0,1,2,1,3,1,1,4,2,"yes","low sec-voc","further vocational",8
10741232,8021996,"female",69,0,2,3,2,4,2,3,2,2,"yes","primary","no further",8
10744568,8022143,"male",51,6,2,3,5,5,1,3,3,-1,"no","primary","no further",8
10744592,8022143,"female",48,12,2,1,1,2,2,3,2,1,"yes","primary","no further",8
10744622,8022143,"male",17,4,2,1,1,2,2,1,3,2,"yes","low sec-voc","further vocational",8
10750169,8022305,"male",51,1,2,2,3,2,2,2,2,2,"yes","low sec-voc","further vocational",8
10750193,8022305,"female",48,0,2,3,3,4,2,2,2,2,"yes","higher voc","further vocational",8
10750223,8022305,"male",23,1,3,3,4,3,3,3,4,3,"yes","first degree","further non-vocational",8
10752404,8022453,"male",79,0,1,1,2,5,2,2,1,1,"mixed","primary","no further",8
10752439,8022453,"female",68,3,1,1,1,5,1,1,4,1,"mixed","higher voc","further vocational",8
10753516,8022569,"male",58,0,1,2,2,2,2,2,2,2,"yes","primary","no further",8
10753559,8022569,"female",57,1,1,1,1,2,2,2,2,2,"yes","primary","no further",8
10755756,8022712,"male",59,10,4,2,2,2,2,2,4,2,"yes","low sec-voc","further vocational",8
10755799,8022712,"female",53,0,1,1,1,4,1,1,1,1,"mixed","low sec-voc","further vocational",8
10759158,8022879,"female",40,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10761357,8023077,"female",73,1,1,2,2,4,1,1,2,2,"yes","higher voc","further vocational",8
10764712,8023123,"female",78,0,4,4,-9,5,4,2,-1,4,NA,"primary","no further",8
10765832,8023174,"male",55,0,3,3,4,4,3,2,2,4,"mixed","higher voc","further vocational",8
10771433,8023239,"female",83,1,2,4,4,4,4,4,4,4,"yes","primary","no further",8
10772588,8023298,"male",68,0,1,1,1,1,2,1,2,1,"yes","primary","no further",8
10772618,8023298,"female",64,7,1,1,1,1,2,1,1,1,"yes","primary","no further",8
10773673,8023395,"female",64,0,1,1,1,4,2,2,1,1,"yes","higher voc","further vocational",8
10778152,8023492,"male",40,1,3,2,4,5,2,5,4,4,"no","higher voc","further vocational",8
10778187,8023492,"female",38,4,2,2,2,4,2,3,2,2,"mixed","low sec-voc","further vocational",8
10784861,8023719,"female",54,2,3,3,3,4,2,-1,2,2,"yes","higher voc","further vocational",8
10784896,8023719,"male",52,0,2,2,2,2,2,2,2,2,"yes","higher degree","further non-vocational",8
10784926,8023719,"male",23,4,2,3,3,4,2,3,3,3,"yes","first degree","further non-vocational",8
10784969,8023719,"female",20,2,2,3,3,2,2,2,3,4,"yes","higher voc","further vocational",8
10788239,8023921,"female",73,0,2,2,2,4,4,2,2,4,"mixed","primary","no further",8
10789359,8023972,"female",42,1,2,2,3,4,2,2,2,2,"yes","higher voc","further vocational",8
10793828,8024073,"female",48,0,3,3,3,3,2,2,3,2,"yes","higher voc","further vocational",8
10793852,8024073,"male",27,0,3,3,5,2,1,2,3,4,"yes","first degree","further non-vocational",8
20667965,8024073,"female",78,0,2,3,4,2,4,2,2,4,"yes","higher voc","further vocational",8
10796061,8024235,"male",47,4,3,3,5,5,1,2,4,4,"mixed","higher voc","further vocational",8
10797181,8024286,"male",84,0,2,2,4,4,2,2,2,2,"mixed","low sec-voc","further vocational",8
10797211,8024286,"female",74,0,2,2,2,5,3,2,2,2,"mixed","primary","no further",8
10797246,8024286,"male",44,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10799427,8024448,"male",68,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10799451,8024448,"female",66,0,1,1,4,4,4,1,1,1,"yes","primary","no further",8
10799486,8024448,"male",45,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10802789,8024596,"female",45,6,2,2,2,2,2,3,2,2,"mixed","primary","no further",8
10802819,8024596,"male",42,6,3,3,3,4,3,4,5,4,"mixed","low sec-voc","further vocational",8
10802843,8024596,"male",22,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10806148,8024758,"female",53,1,3,2,4,4,2,3,3,2,"yes","higher voc","further vocational",8
10806172,8024758,"male",47,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10809503,8024901,"male",56,0,3,3,4,4,2,3,4,2,"yes","primary","no further",8
10809538,8024901,"female",52,6,1,2,2,3,2,3,2,2,"yes","low sec-voc","further vocational",8
10809597,8024901,"female",21,1,2,3,4,5,2,2,2,2,"yes","hisec mivoc","further vocational",8
10811737,8025053,"female",78,1,2,2,2,3,2,1,2,2,"yes","low sec-voc","further vocational",8
10812857,8025118,"female",70,4,3,4,4,2,2,1,2,2,"mixed","primary","no further",8
10812881,8025118,"male",68,0,2,3,3,2,2,2,2,3,"yes","higher voc","further vocational",8
10813977,8025215,"male",66,0,1,1,1,2,1,1,1,1,"yes","low sec-voc","further vocational",8
10814019,8025215,"female",68,0,2,1,1,1,1,1,1,1,"yes","primary","no further",8
10816216,8025312,"female",48,0,1,1,1,2,2,2,2,2,"yes","low sec-voc","further vocational",8
10816259,8025312,"male",50,0,3,3,3,3,3,2,3,3,"yes","low sec-voc","further vocational",8
10816283,8025312,"male",25,0,3,2,4,3,4,3,3,2,"yes","low sec-voc","further vocational",8
10816313,8025312,"male",23,9,2,2,2,2,2,2,2,2,"yes","primary","no further",8
10819576,8025525,"male",44,0,2,2,1,2,1,1,2,2,"yes","higher voc","further vocational",8
10819606,8025525,"female",37,3,1,1,2,2,1,2,2,1,"yes","hisec mivoc","further vocational",8
10820698,8025738,"male",53,0,2,2,2,2,2,2,2,2,"yes","primary","no further",8
10820728,8025738,"female",51,1,2,2,2,2,4,2,2,2,"yes","primary","no further",8
10820752,8025738,"female",23,3,1,1,1,3,2,1,1,1,"yes","hisec mivoc","further vocational",8
10822933,8025932,"female",57,2,2,2,3,2,2,2,2,1,"yes","low sec-voc","further vocational",8
10822968,8025932,"male",60,0,2,2,2,3,2,3,3,2,"yes","low sec-voc","further vocational",8
10824057,8026033,"female",49,0,2,1,4,4,2,4,2,2,"yes","low sec-voc","further vocational",8
10824081,8026033,"male",48,3,2,2,2,2,4,2,3,2,"yes","low sec-voc","further vocational",8
10824111,8026033,"male",23,1,3,2,2,2,3,2,2,1,"yes","first degree","further non-vocational",8
10826297,8026203,"male",53,0,2,2,2,2,2,3,3,2,"yes","primary","no further",8
10826327,8026203,"female",50,0,2,2,2,2,2,3,2,2,"yes","hisec mivoc","further vocational",8
10826351,8026203,"male",28,3,2,2,2,3,2,3,2,3,"yes","first degree","further non-vocational",8
10830804,8026424,"female",29,2,3,2,2,3,2,4,3,2,"yes","low sec-voc","further vocational",8
80268838,8026424,"male",34,0,-1,-1,-1,-1,2,4,2,2,"yes","higher voc","further vocational",8
10841962,8026629,"female",46,0,2,1,2,1,2,1,2,2,"yes","higher degree","further non-vocational",8
10848681,8026734,"female",40,0,3,3,4,5,2,-1,4,3,"yes","low sec-voc","further vocational",8
50406507,8026734,"male",39,0,2,2,3,4,2,3,4,2,"yes","primary","no further",8
10849807,8026939,"male",69,0,2,2,2,3,2,2,2,2,"yes","primary","no further",8
10849831,8026939,"female",65,0,2,3,3,3,2,2,3,2,"yes","low sec-voc","further vocational",8
10854347,8027048,"male",37,0,3,4,2,4,2,-1,4,4,"yes","hisec mivoc","further vocational",8
10856528,8027145,"male",67,0,3,4,2,4,2,4,2,2,"yes","primary","no further",8
10856552,8027145,"female",66,2,2,4,2,2,2,2,2,2,"mixed","low sec-voc","further vocational",8
10862153,8027242,"female",58,2,4,2,4,4,2,2,5,1,"mixed","low sec-voc","further vocational",8
10863249,8027293,"male",74,1,2,3,2,4,3,2,1,1,"yes","primary","no further",8
10863273,8027293,"female",72,4,2,3,4,2,4,2,2,4,"yes","primary","no further",8
10864369,8027404,"male",63,0,2,2,2,4,2,2,2,2,"yes","low sec-voc","further vocational",8
10864393,8027404,"female",62,3,2,2,2,5,2,2,1,2,"yes","primary","no further",8
10865489,8027501,"female",81,0,1,1,1,3,1,1,2,2,"yes","primary","no further",8
10866604,8027552,"male",85,0,2,2,4,4,2,2,2,2,"yes","primary","no further",8
10866639,8027552,"female",53,10,2,3,4,3,2,3,3,3,"yes","low sec-voc","further vocational",8
10868836,8027714,"female",80,0,2,2,2,4,4,2,2,2,"yes","low sec-voc","further vocational",8
10868879,8027714,"male",79,0,1,2,2,4,4,2,2,2,"yes","primary","no further",8
10871071,8027811,"male",61,1,2,3,4,4,2,4,2,2,"yes","higher voc","further vocational",8
10871101,8027811,"female",60,0,2,2,2,3,2,3,3,2,"yes","low sec-voc","further vocational",8
10878912,8027919,"female",77,12,5,5,5,5,5,1,3,5,"mixed","primary","no further",8
10878947,8027919,"female",82,2,3,3,4,5,4,2,4,3,"yes","primary","no further",8
10883428,8028028,"female",33,0,5,-1,4,4,1,5,5,3,"mixed","higher voc","further vocational",8
10887873,8028125,"female",87,10,2,2,2,4,2,2,2,2,"mixed","primary","no further",8
10890106,8028176,"male",38,0,3,4,4,4,3,3,5,2,"yes","first degree","further non-vocational",8
10891269,8028222,"female",76,4,2,1,1,2,2,1,1,1,"yes","primary","no further",8
10892346,8028273,"female",47,NA,2,1,2,4,2,2,2,2,"yes","primary","no further",8
10892389,8028273,"male",21,11,3,3,4,2,4,4,4,2,"yes","low sec-voc","further vocational",8
60483342,8028273,"male",42,4,2,2,2,2,1,2,2,2,"yes","first degree","further non-vocational",8
10896821,8028486,"male",74,NA,2,2,2,4,2,2,2,2,"yes","low sec-voc","further vocational",8
10896856,8028486,"female",68,12,2,2,2,4,2,2,2,2,"yes","primary","no further",8
10897941,8028583,"female",49,0,2,3,2,4,2,2,3,2,"mixed","low sec-voc","further vocational",8
20769261,8028583,"male",44,0,3,2,2,2,2,3,3,2,"yes","higher voc","further vocational",8
10901302,8028842,"male",78,0,3,2,3,2,2,3,3,2,"mixed","hisec mivoc","further vocational",8
10901337,8028842,"female",72,7,2,2,2,2,2,2,3,2,"mixed","primary","no further",8
10903542,8028958,"female",57,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10903577,8028958,"male",27,0,2,1,1,2,3,1,3,2,"yes","primary","no further",8
10903607,8028958,"male",26,0,2,4,2,2,2,2,4,3,"mixed","low sec-voc","further vocational",8
10904662,8029105,"male",41,0,2,2,2,2,4,3,2,2,"yes","primary","no further",8
10904697,8029105,"female",33,0,2,2,2,2,1,3,3,2,"yes","higher voc","further vocational",8
10909176,8029318,"female",52,0,1,1,2,4,3,4,1,2,"yes","first degree","further non-vocational",8
10909206,8029318,"male",27,8,2,2,1,2,2,3,2,1,"yes","hisec mivoc","further vocational",8
10909249,8029318,"female",25,0,2,3,2,2,3,3,4,4,"yes","low sec-voc","further vocational",8
10909273,8029369,"female",22,0,4,4,4,5,4,4,4,4,"yes","first degree","further non-vocational",8
10910263,8029512,"female",39,0,5,5,5,2,5,5,5,2,"no","higher voc","further vocational",8
50446169,8029512,"male",31,3,3,4,3,2,4,5,-9,1,"mixed","higher voc","further vocational",8
10913629,8029776,"female",48,12,2,2,2,4,2,2,4,2,"yes","low sec-voc","further vocational",8
10913653,8029776,"male",18,0,2,2,2,3,2,3,3,2,"yes","hisec mivoc","further vocational",8
10915869,8029873,"male",54,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10915893,8029873,"female",50,6,2,2,2,2,2,2,2,3,"yes","higher voc","further vocational",8
10921451,8030049,"male",42,10,2,3,2,5,2,2,2,2,"yes","higher voc","further vocational",8
60512512,8030049,"male",39,0,3,3,5,5,2,2,2,3,"yes","low sec-voc","further vocational",8
10939377,8030154,"female",76,3,2,1,1,1,3,1,1,3,"yes","primary","no further",8
10947213,8030219,"female",65,0,1,2,2,2,2,2,2,2,"yes","primary","no further",8
10947248,8030219,"male",61,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
10947272,8030219,"male",31,1,2,2,3,3,3,3,2,3,"mixed","higher voc","further vocational",8
10951687,8030375,"male",51,0,2,3,3,2,2,2,3,2,"yes","primary","no further",8
10951717,8030375,"female",43,3,2,2,2,4,2,2,4,2,"yes","low sec-voc","further vocational",8
10951741,8030375,"male",20,0,3,3,4,4,2,5,4,3,"no","hisec mivoc","further vocational",8
10951776,8030375,"female",15,9,1,2,4,4,2,2,3,2,"yes","not defined","no further",8
10957359,8030588,"female",57,0,3,2,1,2,3,2,3,2,"mixed","primary","no further",8
10958401,8030634,"female",62,0,1,1,1,1,1,1,1,1,"yes","hisec mivoc","further vocational",8
10958436,8030634,"male",51,0,1,1,1,2,1,1,1,1,"yes","primary","no further",8
10961798,8030731,"female",61,0,1,1,1,2,2,2,1,1,"yes","low sec-voc","further vocational",8
10962883,8030839,"male",39,0,2,2,1,2,2,2,2,2,"yes","low sec-voc","further vocational",8
10962913,8030839,"female",39,5,2,1,2,2,2,1,1,1,"yes","low sec-voc","further vocational",8
10964002,8031142,"female",49,7,3,2,2,3,2,3,2,2,"mixed","low sec-voc","further vocational",8
10964037,8031142,"male",44,4,4,4,5,5,4,4,4,4,"yes","low secondary",NA,8
10964061,8031142,"male",20,0,3,3,3,3,4,4,2,3,"yes","low sec-voc","further vocational",8
10964096,8031142,"female",17,6,2,2,2,2,2,1,2,2,"yes","low sec-voc","further vocational",8
10966242,8031355,"male",94,0,2,2,2,4,4,2,2,2,"yes","primary","no further",8
10974083,8031509,"female",49,1,3,3,4,4,1,2,3,3,"yes","primary","no further",8
10976329,8031568,"male",64,0,2,2,2,2,2,1,2,2,"yes","primary","no further",8
10976353,8031568,"female",66,NA,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",8
10983031,8031665,"female",77,1,1,1,1,4,1,1,1,1,"yes","primary","no further",8
10983066,8031665,"male",36,0,2,2,3,2,2,1,3,3,"yes","first degree","further non-vocational",8
10986391,8031762,"male",70,0,2,3,2,4,1,1,2,2,"yes","hisec mivoc","further vocational",8
10987541,8031819,"female",65,0,2,2,2,4,2,2,2,2,"yes","primary","no further",8
80323847,8031819,"female",37,NA,2,3,4,4,2,1,4,2,"yes","low sec-voc","further vocational",8
80323898,8031819,"male",33,0,-1,2,4,2,2,3,3,2,"yes","primary","no further",8
10990879,8031878,"female",34,0,3,3,4,4,2,4,4,2,"yes","low sec-voc","further vocational",8
60542403,8031878,"male",33,1,3,5,5,5,2,5,2,4,"yes","hisec mivoc","further vocational",8
10994238,8031975,"female",84,NA,1,1,1,4,2,1,2,1,"yes","low sec-voc","further vocational",8
10997628,8032025,"female",73,3,2,2,2,4,2,2,3,1,"yes","higher voc","further vocational",8
11008792,8032173,"male",40,0,2,2,2,2,2,1,2,2,"yes","low sec-voc","further vocational",8
11008822,8032173,"female",40,0,1,1,1,2,1,2,2,2,"yes","low sec-voc","further vocational",8
11011025,8032386,"male",56,NA,3,1,2,1,3,3,1,2,"yes","primary","no further",8
11011068,8032386,"female",58,4,2,1,1,2,1,2,1,1,"yes","low sec-voc","further vocational",8
11011092,8032386,"female",31,0,2,2,1,3,2,3,2,1,"yes","low sec-voc","further vocational",8
11016639,8032599,"male",49,1,2,2,1,3,1,1,1,1,"yes","primary","no further",8
11016663,8032599,"female",46,0,3,3,4,4,2,2,3,4,"mixed","primary","no further",8
11016752,8032599,"female",18,1,4,4,1,1,3,5,5,4,"no","low sec-voc","further vocational",8
11025581,8032793,"female",36,8,3,4,5,5,2,5,3,2,"no","primary","no further",8
40541398,8032793,"male",42,9,4,4,4,4,2,4,4,5,"no","primary","no further",8
11028971,8032955,"female",44,0,3,3,3,2,2,2,2,2,"mixed","primary","no further",8
11031182,8033153,"female",55,0,2,3,3,2,2,1,1,3,"yes","low sec-voc","further vocational",8
11031212,8033153,"male",43,2,3,3,4,3,3,1,3,3,"yes","hisec mivoc","further vocational",8
11033428,8033269,"male",69,0,1,1,1,4,4,2,2,1,"yes","primary","no further",8
11033452,8033269,"female",69,3,2,3,1,1,2,1,2,2,"yes","primary","no further",8
11034548,8033366,"female",41,0,2,1,1,2,3,2,3,2,"yes","not defined","no further",8
20880561,8033366,"male",16,0,2,1,2,4,2,2,2,2,"yes","low sec-voc","further vocational",8
11035668,8033528,"male",60,1,2,3,4,4,3,2,2,2,"yes","primary","no further",8
11035692,8033528,"female",58,3,2,2,4,4,3,1,2,2,"yes","primary","no further",8
11036788,8033625,"male",39,0,2,3,2,2,2,4,3,3,"yes","hisec mivoc","further vocational",8
11036818,8033625,"female",37,5,3,1,3,1,2,3,3,1,"yes","low sec-voc","further vocational",8
11037903,8033722,"male",85,0,2,2,2,4,2,2,2,4,"yes","low sec-voc","further vocational",8
11039027,8033773,"male",41,0,2,3,4,5,2,1,3,4,"yes","low sec-voc","further vocational",8
11039051,8033773,"female",38,2,3,2,3,4,2,2,2,2,"mixed","primary","no further",8
11039086,8033773,"male",21,0,3,4,4,4,3,5,4,4,"yes","hisec mivoc","further vocational",8
11039116,8033773,"female",19,5,2,2,1,5,2,3,4,4,"yes","low sec-voc","further vocational",8
11049103,8034087,"male",51,0,2,2,2,2,2,2,4,1,"yes","low sec-voc","further vocational",8
11049138,8034087,"female",39,4,2,3,2,4,2,2,3,3,"yes","low sec-voc","further vocational",8
11050217,8034184,"male",40,0,2,3,1,5,2,2,2,4,"yes","higher voc","further vocational",8
11050241,8034184,"female",38,3,3,3,2,4,2,2,2,2,"yes","hisec mivoc","further vocational",8
11054697,8034478,"male",67,0,1,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",8
11054727,8034478,"female",66,1,1,1,3,2,2,1,1,1,"yes","hisec mivoc","further vocational",8
11060298,8034575,"male",55,0,2,1,1,2,2,-1,3,2,"yes","first degree","further non-vocational",8
11060328,8034575,"female",52,8,4,4,2,3,4,5,5,1,"mixed","higher voc","further vocational",8
11067012,8034729,"female",70,0,1,2,2,4,1,1,4,4,"yes","primary","no further",8
11071486,8034788,"female",74,1,1,2,2,3,2,1,2,1,"yes","low sec-voc","further vocational",8
11071516,8034788,"male",73,0,1,2,2,4,2,1,2,1,"yes","primary","no further",8
11073721,8034885,"male",43,0,1,1,2,1,1,1,1,1,"yes","primary","no further",8
11073756,8034885,"female",38,4,1,1,2,1,1,1,1,1,"yes","higher voc","further vocational",8
11075961,8035083,"female",84,5,1,1,2,2,3,2,2,2,"yes","low sec-voc","further vocational",8
11077093,8035148,"male",59,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
11077123,8035148,"female",55,0,3,4,4,5,2,2,2,2,"no","primary","no further",8
11077158,8035148,"female",31,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
11077182,8035148,"male",29,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
11078219,8035342,"female",59,0,2,3,2,5,4,2,2,2,"yes","low sec-voc","further vocational",8
11078243,8035342,"male",78,2,1,3,2,4,5,2,2,1,"yes","primary","no further",8
11079339,8035458,"female",66,1,2,2,2,2,3,1,2,2,"mixed","primary","no further",8
11079363,8035458,"female",40,2,2,2,2,4,2,2,2,1,"yes","primary","no further",8
11079398,8035458,"female",20,1,1,2,3,4,2,2,4,2,"yes","primary","no further",8
11079428,8035458,"female",17,0,2,2,2,2,4,2,2,2,"yes","primary","no further",8
11080442,8035768,"male",43,0,4,4,4,3,3,4,4,2,"no","first degree","further non-vocational",8
11080477,8035768,"female",35,0,2,2,2,3,3,4,4,3,"mixed","first degree","further non-vocational",8
11092769,8035962,"male",31,0,2,2,2,3,2,2,2,2,"mixed","primary","no further",8
11092793,8035962,"female",28,1,3,2,2,4,3,3,3,2,"mixed","low sec-voc","further vocational",8
11093889,8036225,"male",38,0,4,4,4,4,4,4,4,4,"no","primary","no further",8
11093919,8036225,"female",36,0,2,4,3,2,4,4,4,2,"mixed","primary","no further",8
11093943,8036225,"male",18,3,2,2,2,3,2,2,2,4,"yes","primary","no further",8
11093978,8036225,"male",17,0,2,2,2,2,3,2,3,2,"yes","low sec-voc","further vocational",8
11102837,8036535,"male",46,1,2,2,2,4,2,2,3,3,"yes","higher voc","further vocational",8
11102861,8036535,"male",58,1,2,2,2,3,2,2,3,2,"yes","low sec-voc","further vocational",8
11103981,8036632,"female",35,0,2,2,2,2,2,2,2,2,"yes","first degree","further non-vocational",8
11105089,8036799,"male",50,3,4,2,4,3,2,2,4,2,"no","primary","no further",8
11105119,8036799,"female",45,4,3,2,2,5,2,2,4,2,"mixed","primary","no further",8
11111798,8036993,"male",74,8,4,4,3,-1,3,1,3,3,"yes","primary","no further",8
11111828,8036993,"female",73,9,4,4,3,-1,3,1,-1,4,"yes","primary","no further",8
11115157,8037159,"female",54,0,4,3,4,5,3,3,5,2,"mixed","higher voc","further vocational",8
11115211,8037159,"female",26,7,3,3,3,5,2,5,5,4,"no","low sec-voc","further vocational",8
11117397,8037302,"male",59,0,4,5,4,4,4,2,4,4,"no","primary","no further",8
11117427,8037302,"female",54,5,2,3,4,2,2,2,3,2,"no","primary","no further",8
11129719,8037418,"female",68,10,2,2,2,5,1,1,2,2,NA,"low sec-voc","further vocational",8
11134186,8037612,"male",61,0,3,3,4,4,2,2,2,2,"no","low sec-voc","further vocational",8
11134216,8037612,"female",57,0,2,4,5,4,2,2,2,4,"yes","primary","no further",8
11140909,8038074,"male",66,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,8
11140933,8038074,"female",59,0,2,2,2,2,2,2,2,2,"yes","low sec-voc","further vocational",8
11143142,8038198,"male",48,0,1,1,1,3,2,2,3,2,"yes","higher degree","further non-vocational",8
11143177,8038198,"female",49,0,2,1,1,2,2,1,1,2,"yes","higher degree","further non-vocational",8
11143207,8038244,"female",18,0,3,2,2,2,2,2,2,2,"yes","hisec mivoc","further vocational",8
